Cluster_hmmer	New_prot_name	Names	Names2	Names3	start	end	strand	Mean_cov_depth_candidat	Median_cov_depth_candidat	Mean_GC_candidat	pvalue_cov_mean	pvalue_cov_median	Median_cov_depth_BUSCO	Mean_cov_depth_BUSCO	Mean_GC_BUSCO	FDR_cov_global	FDR_pvalue_cov_mean	FDR_pvalue_cov_median	Scaffold_name	Scaffold_score	Cluster_blast	Event	Nsp_MRCA	Nloc	Nsp	Pseudogenized	evalue	bits	Mean_dNdS	Pvalue_dNdS	SE_dNdS	Cynip_count	Filamentous_count	Best_hit_ORF_perc	Number_unique_Names2	Nb_duplicated	Ratio_duplicated_unique	Length	query	target	pident	alnlen	mismatch	gapopen	tstart	tend	qstart	qend	qlen	tlen	tcov	qcov	index	start-end	Overlapp_group	Tot_length	count_duplicate_overlapp	New_overlapping_group	len	Species_name	Species_scaffold_name	ORF_query	ORF_target	ORF_start	ORF_end	ORF_strand	Overlapp_ORF_EVEs	ORF_perc	ORF_overlapp_group	Best_hit_length	Virus_count	Scaffold_and_Species_name	euk_count	Metaeuk_vote	repeat_count	euk_count_plus_repeat	Names_bis	Tips4dNdS.array	Boot	Nsp_losses	Synteny_PASS2	Scaffold_length
Cluster1		NW_023276415.1:567748-568023(+):Chelonus_insularis	Chelonus_insularis	NW_023276415.1:567748-568023(+):Chelonus_insularis	567748	568023										True			NW_023276415.1		Cluster1					no	1.927e-07	45.0				0.0	1.0		5.0	2.0	0.4	92.0	NW_023276415.1:567748-568023(+):Chelonus_insularis	ATY70247_DmNV_tom	29.5	95.0	64.0	0.0	39.0	133.0	1.0	92.0	92.0	178.0	0.534	1.0	4653.0	567748-568023	26.0	275.0	1.0	G26	275.0	Chelonus_insularis	Chelonus_insularis:NW_023276415.1	NW_023276415.1:567748-568023(+):Chelonus_insularis	"Chelonus_insularis:NW_023276415.1_ORF.93;382551-383115(+)"			+	no			178.0	3.0	Chelonus_insularis:NW_023276415.1	63.0	yes	274.0	337.0	NW_023276415.1_567748-568023_+__Chelonus_insularis					
Cluster1		NW_023276415.1:701058-701483(-):Chelonus_insularis	Chelonus_insularis	NW_023276415.1:701058-701483(-):Chelonus_insularis	701058	701483										True			NW_023276415.1		Cluster1					no	6.355e-17	76.0				0.0	1.0	0.6649214659685864	5.0	2.0	0.4	142.0	NW_023276415.1:701058-701483(-):Chelonus_insularis	ATY70247_DmNV_tom	33.7	136.0	84.0	0.0	47.0	174.0	6.0	141.0	142.0	0.719	0.958	178.0	4662.0	701058-701483	27.0	425.0	1.0	G27	425.0	Chelonus_insularis	Chelonus_insularis:NW_023276415.1	NW_023276415.1:701058-701483(-):Chelonus_insularis	"Chelonus_insularis:NW_023276415.1_ORF.3484;701048-701429(-)"	701048.0	701429.0	-	yes-right	0.8964705882352941	429.0	191.0	3.0	Chelonus_insularis:NW_023276415.1	63.0	yes	274.0	337.0	NW_023276415.1_701058-701483_-__Chelonus_insularis					
Cluster1		NW_023276415.1:701505-701594(-):Chelonus_insularis	Chelonus_insularis	NW_023276415.1:701505-701594(-):Chelonus_insularis	701505	701594										True			NW_023276415.1		Cluster1					no	3.312e-07	41.0				0.0	1.0		5.0	2.0	0.4	30.0	NW_023276415.1:701505-701594(-):Chelonus_insularis	AKY03269_AmFV	63.9	30.0	10.0	0.0	781.0	810.0	1.0	30.0	30.0	1023.0	0.029	1.0	4661.0	701505-701594	28.0	89.0	1.0	G28	89.0	Chelonus_insularis	Chelonus_insularis:NW_023276415.1	NW_023276415.1:701505-701594(-):Chelonus_insularis	"Chelonus_insularis:NW_023276415.1_ORF.2489;13234-13798(-)"			-	no			1023.0	3.0	Chelonus_insularis:NW_023276415.1	63.0	yes	274.0	337.0	NW_023276415.1_701505-701594_-__Chelonus_insularis					
Cluster1		NW_023276419.1:494818-495351(-):Chelonus_insularis	Chelonus_insularis	NW_023276419.1:494805-495369(-):Chelonus_insularis [ORF]	494818	495351										True			NW_023276419.1		Cluster1					no	3.548e-28	109.0				0.0	1.0	1.0561797752808988	5.0	2.0	0.4	178.0	NW_023276419.1:494818-495351(-):Chelonus_insularis	ATY70247_DmNV_tom	36.2	178.0	108.0	0.0	4.0	174.0	1.0	178.0	178.0	0.961	1.0	178.0	4640.0	494818-495351	32.0	533.0	1.0	G32	533.0	Chelonus_insularis	Chelonus_insularis:NW_023276419.1	NW_023276419.1:494818-495351(-):Chelonus_insularis	"Chelonus_insularis:NW_023276419.1_ORF.545;494805-495369(-)"	494805.0	495369.0	-	yes-inside	1.0581613508442778	430.0	178.0	3.0	Chelonus_insularis:NW_023276419.1	24.0	yes	89.0	113.0	NW_023276419.1_494805-495369_-__Chelonus_insularis					
Cluster1		NW_023276429.1:12193-12411(-):Chelonus_insularis	Chelonus_insularis	NW_023276429.1:12193-12411(-):Chelonus_insularis	12193	12411										True			NW_023276429.1		Cluster1					no	6.804e-11	59.0				0.0	1.0	0.3979057591623036	5.0	2.0	0.4	73.0	NW_023276429.1:12193-12411(-):Chelonus_insularis	ATY70247_DmNV_tom	45.7	67.0	36.0	0.0	3.0	69.0	4.0	70.0	73.0	0.376	0.918	178.0	4581.0	12193-12411	33.0	218.0	1.0	G33	218.0	Chelonus_insularis	Chelonus_insularis:NW_023276429.1	NW_023276429.1:12193-12411(-):Chelonus_insularis	"Chelonus_insularis:NW_023276429.1_ORF.75;12183-12411(-)"	12183.0	12411.0	-	yes-right	1.0458715596330277	431.0	191.0	3.0	Chelonus_insularis:NW_023276429.1	1.0	yes	13.0	14.0	NW_023276429.1_12193-12411_-__Chelonus_insularis					
Cluster1		NW_023276446.1:407141-407536(-):Chelonus_insularis	Chelonus_insularis	NW_023276446.1:407035-407563(-):Chelonus_insularis [ORF]	407141	407536										True			NW_023276446.1		Cluster1					no	6.276e-20	83.0				0.0	1.0	0.9887640449438202	5.0	2.0	0.4	132.0	NW_023276446.1:407141-407536(-):Chelonus_insularis	ATY70247_DmNV_tom	36.0	135.0	84.0	0.0	4.0	138.0	1.0	132.0	132.0	178.0	0.758	1.0	4649.0	407141-407536	34.0	395.0	1.0	G34	395.0	Chelonus_insularis	Chelonus_insularis:NW_023276446.1	NW_023276446.1:407141-407536(-):Chelonus_insularis	"Chelonus_insularis:NW_023276446.1_ORF.1671;407035-407563(-)"	407035.0	407563.0	-	yes-inside	1.3367088607594937	432.0	178.0	3.0	Chelonus_insularis:NW_023276446.1	66.0	yes	127.0	193.0	NW_023276446.1_407035-407563_-__Chelonus_insularis					
Cluster1		NW_023276446.1:462692-462970(-):Chelonus_insularis	Chelonus_insularis	NW_023276446.1:462692-462970(-):Chelonus_insularis	462692	462970										True			NW_023276446.1		Cluster1					no	2.993e-08	48.0				0.0	1.0		5.0	2.0	0.4	93.0	NW_023276446.1:462692-462970(-):Chelonus_insularis	ATY70247_DmNV_tom	30.8	94.0	64.0	0.0	39.0	132.0	1.0	93.0	93.0	178.0	0.528	1.0	4591.0	462692-462970	35.0	278.0	1.0	G35	278.0	Chelonus_insularis	Chelonus_insularis:NW_023276446.1	NW_023276446.1:462692-462970(-):Chelonus_insularis	"Chelonus_insularis:NW_023276446.1_ORF.644;791866-792430(+)"			-	no			178.0	3.0	Chelonus_insularis:NW_023276446.1	66.0	yes	127.0	193.0	NW_023276446.1_462692-462970_-__Chelonus_insularis					
Cluster1		NW_023276446.1:791867-792403(+):Chelonus_insularis	Chelonus_insularis	NW_023276446.1:791866-792430(+):Chelonus_insularis [ORF]	791867	792403										True			NW_023276446.1		Cluster1					no	8.42e-26	103.0				0.0	1.0	1.0273224043715847	5.0	2.0	0.4	179.0	NW_023276446.1:791867-792403(+):Chelonus_insularis	B7SV26_OrNV	35.3	173.0	109.0	0.0	9.0	178.0	2.0	174.0	179.0	0.89	0.966	191.0	4594.0	791867-792403	36.0	536.0	1.0	G36	536.0	Chelonus_insularis	Chelonus_insularis:NW_023276446.1	NW_023276446.1:791867-792403(+):Chelonus_insularis	"Chelonus_insularis:NW_023276446.1_ORF.644;791866-792430(+)"	791866.0	792430.0	+	yes-inside	1.0522388059701493	433.0	183.0	3.0	Chelonus_insularis:NW_023276446.1	66.0	yes	127.0	193.0	NW_023276446.1_791866-792430_+__Chelonus_insularis					
Cluster1		NW_023276448.1:13142-13657(-):Chelonus_insularis	Chelonus_insularis	NW_023276448.1:13142-13657(-):Chelonus_insularis	13142	13657										True			NW_023276448.1		Cluster1					yes	3.76e-22	91.0				0.0	1.0	0.5842696629213483	5.0	2.0	0.4	172.0	NW_023276448.1:13142-13657(-):Chelonus_insularis	ATY70247_DmNV_tom	32.7	172.0	112.0	0.0	3.0	170.0	1.0	172.0	172.0	178.0	0.944	1.0	4665.0	13142-13657	37.0	515.0	1.0	G37	515.0	Chelonus_insularis	Chelonus_insularis:NW_023276448.1	NW_023276448.1:13142-13657(-):Chelonus_insularis	"Chelonus_insularis:NW_023276448.1_ORF.57;13444-13756(-)"	13444.0	13756.0	-	yes-left	0.6058252427184466	435.0	178.0	3.0	Chelonus_insularis:NW_023276448.1	0.0	no	5.0	5.0	NW_023276448.1_13142-13657_-__Chelonus_insularis					
Cluster1		NW_023276451.1:1834228-1834761(-):Chelonus_insularis	Chelonus_insularis	NW_023276451.1:1834215-1834779(-):Chelonus_insularis [ORF]	1834228	1834761										True			NW_023276451.1		Cluster1					no	4.855e-28	109.0				0.0	1.0	1.0561797752808988	5.0	2.0	0.4	178.0	NW_023276451.1:1834228-1834761(-):Chelonus_insularis	ATY70247_DmNV_tom	36.1	178.0	109.0	0.0	4.0	174.0	1.0	178.0	178.0	0.961	1.0	178.0	4596.0	1834228-1834761	38.0	533.0	1.0	G38	533.0	Chelonus_insularis	Chelonus_insularis:NW_023276451.1	NW_023276451.1:1834228-1834761(-):Chelonus_insularis	"Chelonus_insularis:NW_023276451.1_ORF.2214;1834215-1834779(-)"	1834215.0	1834779.0	-	yes-inside	1.0581613508442778	436.0	178.0	3.0	Chelonus_insularis:NW_023276451.1	69.0	yes	209.0	278.0	NW_023276451.1_1834215-1834779_-__Chelonus_insularis					
Cluster1		NW_023276451.1:2180571-2180966(-):Chelonus_insularis	Chelonus_insularis	NW_023276451.1:2180555-2180945(-):Chelonus_insularis [ORF]	2180571	2180966										True			NW_023276451.1		Cluster1					no	4.086e-16	74.0				0.0	1.0	0.7103825136612022	5.0	2.0	0.4	132.0	NW_023276451.1:2180571-2180966(-):Chelonus_insularis	ATY70247_DmNV_tom	34.0	130.0	84.0	0.0	3.0	132.0	1.0	129.0	132.0	0.73	0.977	178.0	4656.0	2180571-2180966	39.0	395.0	1.0	G39	395.0	Chelonus_insularis	Chelonus_insularis:NW_023276451.1	NW_023276451.1:2180571-2180966(-):Chelonus_insularis	"Chelonus_insularis:NW_023276451.1_ORF.2744;2180555-2180945(-)"	2180555.0	2180945.0	-	yes-right	0.9873417721518988	439.0	183.0	3.0	Chelonus_insularis:NW_023276451.1	69.0	yes	209.0	278.0	NW_023276451.1_2180555-2180945_-__Chelonus_insularis					
Cluster1		NW_023276451.1:2257589-2257900(+):Chelonus_insularis	Chelonus_insularis	NW_023276451.1:2257589-2257900(+):Chelonus_insularis	2257589	2257900										True			NW_023276451.1		Cluster1					no	1.214e-08	52.0				0.0	1.0	0.3539325842696629	5.0	2.0	0.4	104.0	NW_023276451.1:2257589-2257900(+):Chelonus_insularis	ATY70247_DmNV_tom	30.1	107.0	72.0	0.0	18.0	124.0	1.0	104.0	104.0	0.601	1.0	178.0	4658.0	2257589-2257900	40.0	311.0	1.0	G40	311.0	Chelonus_insularis	Chelonus_insularis:NW_023276451.1	NW_023276451.1:2257589-2257900(+):Chelonus_insularis	"Chelonus_insularis:NW_023276451.1_ORF.1152;2257711-2257900(+)"	2257711.0	2257900.0	+	yes-left	0.6077170418006431	440.0	178.0	3.0	Chelonus_insularis:NW_023276451.1	69.0	yes	209.0	278.0	NW_023276451.1_2257589-2257900_+__Chelonus_insularis					
Cluster1		NW_023276451.1:2753724-2754119(+):Chelonus_insularis	Chelonus_insularis	NW_023276451.1:2753741-2754182(+):Chelonus_insularis [ORF]	2753724	2754119										True			NW_023276451.1		Cluster1					no	1.614e-19	82.0				0.0	1.0	0.8258426966292135	5.0	2.0	0.4	132.0	NW_023276451.1:2753724-2754119(+):Chelonus_insularis	ATY70247_DmNV_tom	35.6	135.0	84.0	0.0	4.0	138.0	1.0	132.0	132.0	178.0	0.758	1.0	4659.0	2753724-2754119	41.0	395.0	1.0	G41	395.0	Chelonus_insularis	Chelonus_insularis:NW_023276451.1	NW_023276451.1:2753724-2754119(+):Chelonus_insularis	"Chelonus_insularis:NW_023276451.1_ORF.1923;2753741-2754182(+)"	2753741.0	2754182.0	+	yes-left	1.1164556962025316	442.0	178.0	3.0	Chelonus_insularis:NW_023276451.1	69.0	yes	209.0	278.0	NW_023276451.1_2753741-2754182_+__Chelonus_insularis					
Cluster1		NW_023276464.1:105007-105543(-):Chelonus_insularis	Chelonus_insularis	NW_023276464.1:104997-105561(-):Chelonus_insularis [ORF]	105007	105543										True			NW_023276464.1		Cluster1					no	5.1899999999999993e-23	94.0				0.0	1.0	1.0273224043715847	5.0	2.0	0.4	179.0	NW_023276464.1:105007-105543(-):Chelonus_insularis	ATY70247_DmNV_tom	32.6	178.0	115.0	0.0	4.0	174.0	1.0	178.0	179.0	0.961	0.994	178.0	4634.0	105007-105543	42.0	536.0	1.0	G42	536.0	Chelonus_insularis	Chelonus_insularis:NW_023276464.1	NW_023276464.1:105007-105543(-):Chelonus_insularis	"Chelonus_insularis:NW_023276464.1_ORF.478;104997-105561(-)"	104997.0	105561.0	-	yes-inside	1.0522388059701493	443.0	183.0	3.0	Chelonus_insularis:NW_023276464.1	6.0	yes	54.0	60.0	NW_023276464.1_104997-105561_-__Chelonus_insularis					
Cluster1		NW_023276469.1:228986-229537(-):Chelonus_insularis	Chelonus_insularis	NW_023276469.1:228976-229537(-):Chelonus_insularis [ORF]	228986	229537										True			NW_023276469.1		Cluster1					no	1.3820000000000002e-26	105.0				0.0	1.0	0.9790575916230366	5.0	2.0	0.4	184.0	NW_023276469.1:228986-229537(-):Chelonus_insularis	ATY70247_DmNV_tom	35.3	177.0	111.0	0.0	4.0	176.0	8.0	184.0	184.0	178.0	0.972	0.962	4618.0	228986-229537	44.0	551.0	1.0	G44	551.0	Chelonus_insularis	Chelonus_insularis:NW_023276469.1	NW_023276469.1:228986-229537(-):Chelonus_insularis	"Chelonus_insularis:NW_023276469.1_ORF.596;228976-229537(-)"	228976.0	229537.0	-	yes-right	1.0181488203266789	444.0	191.0	3.0	Chelonus_insularis:NW_023276469.1	11.0	yes	135.0	146.0	NW_023276469.1_228976-229537_-__Chelonus_insularis					
Cluster1		NW_023276469.1:23893-24240(-):Chelonus_insularis	Chelonus_insularis	NW_023276469.1:23847-24267(-):Chelonus_insularis [ORF]	23893	24240										True			NW_023276469.1		Cluster1					no	1.514e-15	70.0				0.0	1.0	0.7865168539325843	5.0	2.0	0.4	116.0	NW_023276469.1:23893-24240(-):Chelonus_insularis	ATY70247_DmNV_tom	34.5	119.0	75.0	0.0	20.0	138.0	1.0	116.0	116.0	178.0	0.669	1.0	4657.0	23893-24240	43.0	347.0	1.0	G43	347.0	Chelonus_insularis	Chelonus_insularis:NW_023276469.1	NW_023276469.1:23893-24240(-):Chelonus_insularis	"Chelonus_insularis:NW_023276469.1_ORF.825;23847-24267(-)"	23847.0	24267.0	-	yes-inside	1.2103746397694524	445.0	178.0	3.0	Chelonus_insularis:NW_023276469.1	11.0	yes	135.0	146.0	NW_023276469.1_23847-24267_-__Chelonus_insularis					
Cluster1		NW_023276469.1:326006-326539(+):Chelonus_insularis	Chelonus_insularis	NW_023276469.1:325987-326551(+):Chelonus_insularis [ORF]	326006	326539										True			NW_023276469.1		Cluster1					no	1.363e-25	102.0				0.0	1.0	1.0561797752808988	5.0	2.0	0.4	178.0	NW_023276469.1:326006-326539(+):Chelonus_insularis	ATY70247_DmNV_tom	34.4	178.0	112.0	0.0	4.0	174.0	1.0	178.0	178.0	178.0	0.961	1.0	4642.0	326006-326539	45.0	533.0	1.0	G45	533.0	Chelonus_insularis	Chelonus_insularis:NW_023276469.1	NW_023276469.1:326006-326539(+):Chelonus_insularis	"Chelonus_insularis:NW_023276469.1_ORF.272;325987-326551(+)"	325987.0	326551.0	+	yes-inside	1.0581613508442778	448.0	178.0	3.0	Chelonus_insularis:NW_023276469.1	11.0	yes	135.0	146.0	NW_023276469.1_325987-326551_+__Chelonus_insularis					
Cluster1		NW_023276477.1:15112-15489(+):Chelonus_insularis	Chelonus_insularis	NW_023276477.1:15112-15489(+):Chelonus_insularis	15112	15489										True			NW_023276477.1		Cluster1					yes	2.8980000000000002e-21	87.0				0.0	1.0	0.1202346041055718	5.0	2.0	0.4	126.0	NW_023276477.1:15112-15489(+):Chelonus_insularis	ATY70247_DmNV_tom	38.3	129.0	77.0	0.0	4.0	132.0	1.0	126.0	126.0	178.0	0.725	1.0	4631.0	15112-15489	46.0	377.0	1.0	G46	377.0	Chelonus_insularis	Chelonus_insularis:NW_023276477.1	NW_023276477.1:15112-15489(+):Chelonus_insularis	"Chelonus_insularis:NW_023276477.1_ORF.6;15276-15645(+)"	15276.0	15645.0	+	yes-left	0.9787798408488064	452.0	1023.0	3.0	Chelonus_insularis:NW_023276477.1	1.0	yes	35.0	36.0	NW_023276477.1_15112-15489_+__Chelonus_insularis					
Cluster1		NW_023276490.1:14671-14946(-):Chelonus_insularis	Chelonus_insularis	NW_023276490.1:14671-14946(-):Chelonus_insularis	14671	14946										True			NW_023276490.1		Cluster1					no	1.959e-11	57.0				0.0	1.0		5.0	2.0	0.4	92.0	NW_023276490.1:14671-14946(-):Chelonus_insularis	ATY70247_DmNV_tom	36.8	87.0	49.0	0.0	96.0	174.0	5.0	91.0	92.0	178.0	0.444	0.946	4646.0	14671-14946	47.0	275.0	1.0	G47	275.0	Chelonus_insularis	Chelonus_insularis:NW_023276490.1									191.0	3.0	Chelonus_insularis:NW_023276490.1	6.0	yes	40.0	46.0	NW_023276490.1_14671-14946_-__Chelonus_insularis					
Cluster1		NW_023276498.1:74820-75011(+):Chelonus_insularis	Chelonus_insularis	NW_023276498.1:74820-75011(+):Chelonus_insularis	74820	75011										True			NW_023276498.1		Cluster1					no	9.735e-06	39.0				0.0	1.0	0.4325842696629213	5.0	2.0	0.4	64.0	NW_023276498.1:74820-75011(+):Chelonus_insularis	ATY70247_DmNV_tom	34.2	64.0	41.0	0.0	4.0	67.0	1.0	64.0	64.0	178.0	0.36	1.0	4585.0	74820-75011	48.0	191.0	1.0	G48	191.0	Chelonus_insularis	Chelonus_insularis:NW_023276498.1	NW_023276498.1:74820-75011(+):Chelonus_insularis	"Chelonus_insularis:NW_023276498.1_ORF.114;74807-75038(+)"	74807.0	75038.0	+	yes-inside	1.2094240837696335	454.0	178.0	3.0	Chelonus_insularis:NW_023276498.1	0.0	no	25.0	25.0	NW_023276498.1_74820-75011_+__Chelonus_insularis					
Cluster1		NW_023276498.1:99896-100087(-):Chelonus_insularis	Chelonus_insularis	NW_023276498.1:99896-100087(-):Chelonus_insularis	99896	100087										True			NW_023276498.1		Cluster1					no	9.735e-06	39.0				0.0	1.0	0.4325842696629213	5.0	2.0	0.4	64.0	NW_023276498.1:99896-100087(-):Chelonus_insularis	ATY70247_DmNV_tom	34.2	64.0	41.0	0.0	4.0	67.0	1.0	64.0	64.0	178.0	0.36	1.0	4670.0	99896-100087	49.0	191.0	1.0	G49	191.0	Chelonus_insularis	Chelonus_insularis:NW_023276498.1	NW_023276498.1:99896-100087(-):Chelonus_insularis	"Chelonus_insularis:NW_023276498.1_ORF.268;99868-100099(-)"	99868.0	100099.0	-	yes-inside	1.2094240837696335	455.0	178.0	3.0	Chelonus_insularis:NW_023276498.1	0.0	no	25.0	25.0	NW_023276498.1_99896-100087_-__Chelonus_insularis					
Cluster1		NW_023276514.1:533997-534455(-):Chelonus_insularis	Chelonus_insularis	NW_023276514.1:533997-534455(-):Chelonus_insularis	533997	534455										True			NW_023276514.1		Cluster1					no	5.413e-12	61.0				0.0	1.0	0.6701570680628273	5.0	2.0	0.4	153.0	NW_023276514.1:533997-534455(-):Chelonus_insularis	ATY70247_DmNV_tom	28.0	143.0	97.0	0.0	39.0	174.0	10.0	152.0	153.0	178.0	0.764	0.935	4647.0	533997-534455	50.0	458.0	1.0	G50	458.0	Chelonus_insularis	Chelonus_insularis:NW_023276514.1	NW_023276514.1:533997-534455(-):Chelonus_insularis	"Chelonus_insularis:NW_023276514.1_ORF.580;533984-534368(-)"	533984.0	534368.0	-	yes-right	0.8384279475982532	457.0	191.0	3.0	Chelonus_insularis:NW_023276514.1	8.0	yes	113.0	121.0	NW_023276514.1_533997-534455_-__Chelonus_insularis					
Cluster1		NW_023276523.1:19106-19570(+):Chelonus_insularis	Chelonus_insularis	NW_023276523.1:19105-19570(+):Chelonus_insularis [ORF]	19106	19570										True			NW_023276523.1		Cluster1					no	1.0460000000000001e-20	87.0				0.0	1.0	0.8707865168539326	5.0	2.0	0.4	155.0	NW_023276523.1:19106-19570(+):Chelonus_insularis	ATY70247_DmNV_tom	33.9	155.0	98.0	0.0	1.0	150.0	1.0	155.0	155.0	0.843	1.0	178.0	4669.0	19106-19570	51.0	464.0	1.0	G51	464.0	Chelonus_insularis	Chelonus_insularis:NW_023276523.1	NW_023276523.1:19106-19570(+):Chelonus_insularis	"Chelonus_insularis:NW_023276523.1_ORF.96;19105-19570(+)"	19105.0	19570.0	+	yes-right	1.0021551724137931	459.0	178.0	3.0	Chelonus_insularis:NW_023276523.1	13.0	yes	5.0	18.0	NW_023276523.1_19105-19570_+__Chelonus_insularis					
Cluster1		NW_023276555.1:15469-15942(-):Chelonus_insularis	Chelonus_insularis	NW_023276555.1:15456-15837(-):Chelonus_insularis [ORF]	15469	15942										True			NW_023276555.1		Cluster1					no	3.6410000000000004e-20	86.0				0.0	1.0	0.7134831460674157	5.0	2.0	0.4	158.0	NW_023276555.1:15469-15942(-):Chelonus_insularis	ATY70247_DmNV_tom	33.1	158.0	100.0	0.0	24.0	174.0	1.0	158.0	158.0	0.848	1.0	178.0	4600.0	15469-15942	52.0	473.0	1.0	G52	473.0	Chelonus_insularis	Chelonus_insularis:NW_023276555.1	NW_023276555.1:15469-15942(-):Chelonus_insularis	"Chelonus_insularis:NW_023276555.1_ORF.47;15456-15837(-)"	15456.0	15837.0	-	yes-right	0.8054968287526427	460.0	178.0	3.0	Chelonus_insularis:NW_023276555.1	1.0	yes	9.0	10.0	NW_023276555.1_15456-15837_-__Chelonus_insularis					
Cluster1		NW_023276556.1:812889-813113(-):Chelonus_insularis	Chelonus_insularis	NW_023276556.1:812889-813113(-):Chelonus_insularis	812889	813113										True			NW_023276556.1		Cluster1					no	1.107e-09	51.0				0.0	1.0	0.4293193717277487	5.0	2.0	0.4	75.0	NW_023276556.1:812889-813113(-):Chelonus_insularis	B7SV26_OrNV	37.5	75.0	46.0	0.0	13.0	87.0	1.0	75.0	75.0	191.0	0.393	1.0	4582.0	812889-813113	53.0	224.0	1.0	G53	224.0	Chelonus_insularis	Chelonus_insularis:NW_023276556.1	NW_023276556.1:812889-813113(-):Chelonus_insularis	"Chelonus_insularis:NW_023276556.1_ORF.4132;812882-813128(-)"	812882.0	813128.0	-	yes-inside	1.0982142857142858	461.0	191.0	3.0	Chelonus_insularis:NW_023276556.1	262.0	yes	16.0	278.0	NW_023276556.1_812889-813113_-__Chelonus_insularis					
Cluster1		NW_023276591.1:52341-52745(-):Chelonus_insularis	Chelonus_insularis	NW_023276591.1:52341-52745(-):Chelonus_insularis	52341	52745										True			NW_023276591.1		Cluster1					no	2.497e-13	64.0				0.0	1.0	0.6741573033707865	5.0	2.0	0.4	135.0	NW_023276591.1:52341-52745(-):Chelonus_insularis	ATY70247_DmNV_tom	30.0	135.0	89.0	0.0	47.0	174.0	1.0	135.0	135.0	178.0	0.719	1.0	4655.0	52341-52745	55.0	404.0	1.0	G55	404.0	Chelonus_insularis	Chelonus_insularis:NW_023276591.1	NW_023276591.1:52341-52745(-):Chelonus_insularis	"Chelonus_insularis:NW_023276591.1_ORF.210;52325-52685(-)"	52325.0	52685.0	-	yes-right	0.8910891089108911	465.0	178.0	3.0	Chelonus_insularis:NW_023276591.1	4.0	yes	38.0	42.0	NW_023276591.1_52341-52745_-__Chelonus_insularis					
Cluster1		NW_023276591.1:7-315(-):Chelonus_insularis	Chelonus_insularis	NW_023276591.1:7-315(-):Chelonus_insularis	7	315										True			NW_023276591.1		Cluster1					no	4.79e-09	50.0				0.0	1.0		5.0	2.0	0.4	103.0	NW_023276591.1:7-315(-):Chelonus_insularis	ATY70247_DmNV_tom	30.0	104.0	71.0	0.0	4.0	107.0	1.0	103.0	103.0	178.0	0.584	1.0	4595.0	7-315	54.0	308.0	1.0	G54	308.0	Chelonus_insularis	Chelonus_insularis:NW_023276591.1	NW_023276591.1:7-315(-):Chelonus_insularis	"Chelonus_insularis:NW_023276591.1_ORF.210;52325-52685(-)"			-	no			178.0	3.0	Chelonus_insularis:NW_023276591.1	4.0	yes	38.0	42.0	NW_023276591.1_7-315_-__Chelonus_insularis					
Cluster1		NW_023276612.1:54977-55510(+):Chelonus_insularis	Chelonus_insularis	NW_023276612.1:54958-55522(+):Chelonus_insularis [ORF]	54977	55510										True			NW_023276612.1		Cluster1					no	1.1140000000000001e-26	105.0				0.0	1.0	1.0561797752808988	5.0	2.0	0.4	178.0	NW_023276612.1:54977-55510(+):Chelonus_insularis	ATY70247_DmNV_tom	35.1	178.0	110.0	0.0	4.0	174.0	1.0	178.0	178.0	0.961	1.0	178.0	4619.0	54977-55510	56.0	533.0	1.0	G56	533.0	Chelonus_insularis	Chelonus_insularis:NW_023276612.1	NW_023276612.1:54977-55510(+):Chelonus_insularis	"Chelonus_insularis:NW_023276612.1_ORF.40;54958-55522(+)"	54958.0	55522.0	+	yes-inside	1.0581613508442778	467.0	178.0	3.0	Chelonus_insularis:NW_023276612.1	1.0	yes	19.0	20.0	NW_023276612.1_54958-55522_+__Chelonus_insularis					
Cluster1		NW_023276619.1:1057054-1057326(-):Chelonus_insularis	Chelonus_insularis	NW_023276619.1:1057054-1057326(-):Chelonus_insularis	1057054	1057326										True			NW_023276619.1		Cluster1					no	3.21e-06	42.0				0.0	1.0	0.5617977528089888	5.0	2.0	0.4	91.0	NW_023276619.1:1057054-1057326(-):Chelonus_insularis	ATY70247_DmNV_tom	28.7	91.0	58.0	0.0	96.0	177.0	1.0	91.0	91.0	178.0	0.461	1.0	4584.0	1057054-1057326	63.0	272.0	1.0	G63	272.0	Chelonus_insularis	Chelonus_insularis:NW_023276619.1	NW_023276619.1:1057054-1057326(-):Chelonus_insularis	"Chelonus_insularis:NW_023276619.1_ORF.1686;1057053-1057353(-)"	1057053.0	1057353.0	-	yes-inside	1.1029411764705883	468.0	178.0	3.0	Chelonus_insularis:NW_023276619.1	45.0	yes	225.0	270.0	NW_023276619.1_1057054-1057326_-__Chelonus_insularis					
